Salud y servicios sociales.Recursos y asistencia sanitaria.Centros y equipamiento sanitario.Hospitales.Grupo3.Poblacion asignada. null. Unidad: Número. Fuente: Memoria del Hospital Fundación Jiménez Díaz.;
Serie;Unidad;Ambito;2014;2015;2016;2017;2018;2019;2020;2021;2022

Población del centro de salud María Auxiliadora del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;11.351,00;11.317,00;11.374,00;11.516,00;11.691,00;11.722,00;12.008,00;11.623,00;12.103,00;

Población del centro de salud Martín de Vargas del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;16.840,00;16.919,00;16.971,00;17.145,00;17.457,00;17.530,00;17.620,00;17.377,00;17.680,00;

Población del centro de salud Palma Norte del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;23.264,00;23.187,00;23.506,00;23.741,00;24.165,00;24.111,00;24.450,00;24.053,00;24.668,00;

Población del centro de salud Párroco Julio Morate del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;20.639,00;20.790,00;21.113,00;21.342,00;21.811,00;21.981,00;22.066,00;21.545,00;21.404,00;

Población del centro de salud Paseo Imperial del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;33.638,00;33.983,00;45.555,00;34.877,00;35.263,00;35.445,00;35.592,00;35.010,00;35.259,00;

Población del centro de salud Segovia del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;20.724,00;21.118,00;21.486,00;21.808,00;22.108,00;22.292,00;22.567,00;22.241,00;23.092,00;

Población del centro de salud Valdezarza del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;12.513,00;12.455,00;12.453,00;12.472,00;12.568,00;12.596,00;12.664,00;12.528,00;12.864,00;

Población del centro de salud Ventura Rodríguez del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;10.587,00;10.802,00;10.924,00;11.185,00;11.408,00;11.511,00;11.608,00;11.490,00;11.922,00;
Notas;
Población a 31 de diciembre del año anterior.;
