id_education;cycle;type_solicitude;year;total
28019351;bachillerato;Presentadas;2021-2022;13
28019351;bachillerato;Presentadas;2022-2023;23
28019351;bachillerato;Presentadas;2023-2024;19
28019351;bachillerato;Presentadas;2024-2025;27
28019351;bachillerato;Admitidas;2020-2021;3
28019351;bachillerato;Admitidas;2021-2022;4
28019351;bachillerato;Admitidas;2022-2023;10
28019351;bachillerato;Admitidas;2023-2024;8
28019351;bachillerato;Admitidas;2024-2025;0
28019351;bachillerato;No admitidas;2020-2021;6
28019351;bachillerato;No admitidas;2021-2022;9
28019351;bachillerato;No admitidas;2022-2023;13
28019351;bachillerato;No admitidas;2023-2024;11
28019351;bachillerato;No admitidas;2024-2025;27
28021045;infantil_ii_ciclo;Presentadas;2020-2021;68
28021045;infantil_ii_ciclo;Presentadas;2021-2022;51
28021045;infantil_ii_ciclo;Presentadas;2022-2023;46
28021045;infantil_ii_ciclo;Presentadas;2023-2024;38
28021045;infantil_ii_ciclo;Presentadas;2024-2025;35
28021045;infantil_ii_ciclo;Admitidas;2020-2021;52
28021045;infantil_ii_ciclo;Admitidas;2021-2022;50
28021045;infantil_ii_ciclo;Admitidas;2022-2023;41
28021045;infantil_ii_ciclo;Admitidas;2023-2024;34
28021045;infantil_ii_ciclo;Admitidas;2024-2025;33
28021045;infantil_ii_ciclo;No admitidas;2020-2021;16
28021045;infantil_ii_ciclo;No admitidas;2021-2022;1
28021045;infantil_ii_ciclo;No admitidas;2022-2023;5
28021045;infantil_ii_ciclo;No admitidas;2023-2024;4
28021045;infantil_ii_ciclo;No admitidas;2024-2025;2
28043454;infantil_i_ciclo;Presentadas en el centro;2020-2021;111
28043454;infantil_i_ciclo;Presentadas en el centro;2021-2022;123
28043454;infantil_i_ciclo;Presentadas en el centro;2022-2023;107
28043454;infantil_i_ciclo;Presentadas en el centro;2023-2024;119
28043454;infantil_i_ciclo;Presentadas en el centro;2024-2025;107
28043454;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;70
28043454;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;74
28043454;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;66
28043454;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;69
28043454;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;71
28043454;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
28043454;infantil_i_ciclo;Admitidas (presentadas en otro centro);2021-2022;0
28043454;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;1
28043454;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;1
28043454;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;1
28043454;infantil_i_ciclo;No admitidas (presentadas en el centro);2020-2021;52
28043454;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;49
28043454;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;39
28043454;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;49
28043454;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;35
28039165;primaria;Presentadas;2020-2021;2
28039165;primaria;Presentadas;2021-2022;6
28039165;primaria;Presentadas;2022-2023;9
28039165;primaria;Presentadas;2023-2024;3
28039165;primaria;Presentadas;2024-2025;3
28039165;primaria;Admitidas;2020-2021;0
28039165;primaria;Admitidas;2021-2022;3
28039165;primaria;Admitidas;2022-2023;1
28039165;primaria;Admitidas;2023-2024;0
28039165;primaria;Admitidas;2024-2025;1
28039165;primaria;No admitidas;2020-2021;2
28039165;primaria;No admitidas;2021-2022;3
28039165;primaria;No admitidas;2022-2023;8
28039165;primaria;No admitidas;2023-2024;3
28039165;primaria;No admitidas;2024-2025;2
28044288;infantil_i_ciclo;Presentadas en el centro;2020-2021;123
28044288;infantil_i_ciclo;Presentadas en el centro;2021-2022;152
28044288;infantil_i_ciclo;Presentadas en el centro;2022-2023;163
28044288;infantil_i_ciclo;Presentadas en el centro;2023-2024;149
28044288;infantil_i_ciclo;Presentadas en el centro;2024-2025;156
28044288;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;52
28044288;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;49
28044288;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;59
28044288;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;57
28044288;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;58
28044288;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
28044288;infantil_i_ciclo;Admitidas (presentadas en otro centro);2021-2022;8
28044288;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;3
28044288;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;5
28044288;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;4
28044288;infantil_i_ciclo;No admitidas (presentadas en el centro);2020-2021;77
28044288;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;92
28044288;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;100
28044288;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;84
28044288;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;93
28023637;infantil_ii_ciclo;Presentadas;2020-2021;15
28023637;infantil_ii_ciclo;Presentadas;2021-2022;32
28023637;infantil_ii_ciclo;Presentadas;2022-2023;17
28023637;infantil_ii_ciclo;Presentadas;2023-2024;17
28023637;infantil_ii_ciclo;Presentadas;2024-2025;23
28023637;infantil_ii_ciclo;Admitidas;2020-2021;14
28023637;infantil_ii_ciclo;Admitidas;2021-2022;32
28023637;infantil_ii_ciclo;Admitidas;2022-2023;14
28023637;infantil_ii_ciclo;Admitidas;2023-2024;15
28023637;infantil_ii_ciclo;Admitidas;2024-2025;22
28023637;infantil_ii_ciclo;No admitidas;2020-2021;1
28023637;infantil_ii_ciclo;No admitidas;2021-2022;0
28023637;infantil_ii_ciclo;No admitidas;2022-2023;3
28023637;infantil_ii_ciclo;No admitidas;2023-2024;2
28023637;infantil_ii_ciclo;No admitidas;2024-2025;1
28021008;bachillerato;Presentadas;2020-2021;8
28021008;bachillerato;Presentadas;2021-2022;6
28021008;bachillerato;Presentadas;2022-2023;4
28021008;bachillerato;Presentadas;2023-2024;11
28021008;bachillerato;Presentadas;2024-2025;6
28021008;bachillerato;Admitidas;2020-2021;7
28021008;bachillerato;Admitidas;2021-2022;6
28021008;bachillerato;Admitidas;2022-2023;3
28021008;bachillerato;Admitidas;2023-2024;2
28021008;bachillerato;Admitidas;2024-2025;2
28021008;bachillerato;No admitidas;2020-2021;1
28021008;bachillerato;No admitidas;2021-2022;0
28021008;bachillerato;No admitidas;2022-2023;1
28021008;bachillerato;No admitidas;2023-2024;9
28021008;bachillerato;No admitidas;2024-2025;4
28041767;primaria;Presentadas;2020-2021;9
28041767;primaria;Presentadas;2021-2022;16
28041767;primaria;Presentadas;2022-2023;15
28041767;primaria;Presentadas;2023-2024;13
28041767;primaria;Presentadas;2024-2025;5
28041767;primaria;Admitidas;2020-2021;7
28041767;primaria;Admitidas;2021-2022;8
28041767;primaria;Admitidas;2022-2023;11
28041767;primaria;Admitidas;2023-2024;9
28041767;primaria;Admitidas;2024-2025;5
28041767;primaria;No admitidas;2020-2021;2
28041767;primaria;No admitidas;2021-2022;8
28041767;primaria;No admitidas;2022-2023;4
28041767;primaria;No admitidas;2023-2024;4
28041767;primaria;No admitidas;2024-2025;0
28045815;bachillerato;Presentadas;2020-2021;34
28045815;bachillerato;Presentadas;2021-2022;70
28045815;bachillerato;Presentadas;2022-2023;56
28045815;bachillerato;Presentadas;2023-2024;57
28045815;bachillerato;Presentadas;2024-2025;62
28045815;bachillerato;Admitidas;2020-2021;27
28045815;bachillerato;Admitidas;2021-2022;36
28045815;bachillerato;Admitidas;2022-2023;35
28045815;bachillerato;Admitidas;2023-2024;17
28045815;bachillerato;Admitidas;2024-2025;32
28045815;bachillerato;No admitidas;2020-2021;7
28045815;bachillerato;No admitidas;2021-2022;34
28045815;bachillerato;No admitidas;2022-2023;21
28045815;bachillerato;No admitidas;2023-2024;40
28045815;bachillerato;No admitidas;2024-2025;30
28038902;eso;Presentadas;2020-2021;124
28038902;eso;Presentadas;2021-2022;123
28038902;eso;Presentadas;2022-2023;130
28038902;eso;Presentadas;2023-2024;186
28038902;eso;Presentadas;2024-2025;156
28038902;eso;Admitidas;2020-2021;99
28038902;eso;Admitidas;2021-2022;86
28038902;eso;Admitidas;2022-2023;83
28038902;eso;Admitidas;2023-2024;143
28038902;eso;Admitidas;2024-2025;100
28038902;eso;No admitidas;2020-2021;25
28038902;eso;No admitidas;2021-2022;37
28038902;eso;No admitidas;2022-2023;47
28038902;eso;No admitidas;2023-2024;43
28038902;eso;No admitidas;2024-2025;56
28006408;primaria;Presentadas;2020-2021;12
28006408;primaria;Presentadas;2021-2022;17
28006408;primaria;Presentadas;2022-2023;15
28006408;primaria;Presentadas;2023-2024;22
28006408;primaria;Presentadas;2024-2025;18
28006408;primaria;Admitidas;2020-2021;3
28006408;primaria;Admitidas;2021-2022;13
28006408;primaria;Admitidas;2022-2023;11
28006408;primaria;Admitidas;2023-2024;13
28006408;primaria;Admitidas;2024-2025;8
28006408;primaria;No admitidas;2020-2021;9
28006408;primaria;No admitidas;2021-2022;4
28006408;primaria;No admitidas;2022-2023;4
28006408;primaria;No admitidas;2023-2024;9
28006408;primaria;No admitidas;2024-2025;10
28039669;infantil_ii_ciclo;Presentadas;2020-2021;48
28039669;infantil_ii_ciclo;Presentadas;2021-2022;53
28039669;infantil_ii_ciclo;Presentadas;2022-2023;59
28039669;infantil_ii_ciclo;Presentadas;2023-2024;60
28039669;infantil_ii_ciclo;Presentadas;2024-2025;44
28039669;infantil_ii_ciclo;Admitidas;2020-2021;45
28039669;infantil_ii_ciclo;Admitidas;2021-2022;36
28039669;infantil_ii_ciclo;Admitidas;2022-2023;42
28039669;infantil_ii_ciclo;Admitidas;2023-2024;48
28039669;infantil_ii_ciclo;Admitidas;2024-2025;37
28039669;infantil_ii_ciclo;No admitidas;2020-2021;3
28039669;infantil_ii_ciclo;No admitidas;2021-2022;17
28039669;infantil_ii_ciclo;No admitidas;2022-2023;17
28039669;infantil_ii_ciclo;No admitidas;2023-2024;12
28039669;infantil_ii_ciclo;No admitidas;2024-2025;7
28069212;primaria;Presentadas;2020-2021;5
28069212;primaria;Presentadas;2021-2022;9
28069212;primaria;Presentadas;2022-2023;6
28069212;primaria;Presentadas;2023-2024;4
28069212;primaria;Presentadas;2024-2025;8
28069212;primaria;Admitidas;2020-2021;3
28069212;primaria;Admitidas;2021-2022;9
28069212;primaria;Admitidas;2022-2023;6
28069212;primaria;Admitidas;2023-2024;3
28069212;primaria;Admitidas;2024-2025;6
28069212;primaria;No admitidas;2020-2021;2
28069212;primaria;No admitidas;2021-2022;0
28069212;primaria;No admitidas;2022-2023;0
28069212;primaria;No admitidas;2023-2024;1
28069212;primaria;No admitidas;2024-2025;2
28032420;primaria;Presentadas;2020-2021;8
28032420;primaria;Presentadas;2021-2022;5
28032420;primaria;Presentadas;2022-2023;6
28032420;primaria;Presentadas;2023-2024;4
28032420;primaria;Presentadas;2024-2025;10
28032420;primaria;Admitidas;2020-2021;6
28032420;primaria;Admitidas;2021-2022;2
28032420;primaria;Admitidas;2022-2023;3
28032420;primaria;Admitidas;2023-2024;1
28032420;primaria;Admitidas;2024-2025;7
28032420;primaria;No admitidas;2020-2021;2
28032420;primaria;No admitidas;2021-2022;3
28032420;primaria;No admitidas;2022-2023;3
28032420;primaria;No admitidas;2023-2024;3
28032420;primaria;No admitidas;2024-2025;3
28067598;infantil_ii_ciclo;Presentadas;2020-2021;42
28067598;infantil_ii_ciclo;Presentadas;2021-2022;40
28067598;infantil_ii_ciclo;Presentadas;2022-2023;43
28067598;infantil_ii_ciclo;Presentadas;2023-2024;60
28067598;infantil_ii_ciclo;Presentadas;2024-2025;59
28067598;infantil_ii_ciclo;Admitidas;2020-2021;41
28067598;infantil_ii_ciclo;Admitidas;2021-2022;40
28067598;infantil_ii_ciclo;Admitidas;2022-2023;42
28067598;infantil_ii_ciclo;Admitidas;2023-2024;57
28067598;infantil_ii_ciclo;Admitidas;2024-2025;56
28067598;infantil_ii_ciclo;No admitidas;2020-2021;1
28067598;infantil_ii_ciclo;No admitidas;2021-2022;0
28067598;infantil_ii_ciclo;No admitidas;2022-2023;1
28067598;infantil_ii_ciclo;No admitidas;2023-2024;3
28067598;infantil_ii_ciclo;No admitidas;2024-2025;3
28002129;primaria;Presentadas;2020-2021;2
28002129;primaria;Presentadas;2021-2022;7
28002129;primaria;Presentadas;2022-2023;2
28002129;primaria;Presentadas;2023-2024;4
28002129;primaria;Presentadas;2024-2025;3
28002129;primaria;Admitidas;2020-2021;1
28002129;primaria;Admitidas;2021-2022;7
28002129;primaria;Admitidas;2022-2023;2
28002129;primaria;Admitidas;2023-2024;4
28002129;primaria;Admitidas;2024-2025;3
28002129;primaria;No admitidas;2020-2021;1
28002129;primaria;No admitidas;2021-2022;0
28002129;primaria;No admitidas;2022-2023;0
28002129;primaria;No admitidas;2023-2024;0
28002129;primaria;No admitidas;2024-2025;0
28072478;infantil_ii_ciclo;Presentadas;2020-2021;111
28072478;infantil_ii_ciclo;Presentadas;2021-2022;115
28072478;infantil_ii_ciclo;Presentadas;2022-2023;91
28072478;infantil_ii_ciclo;Presentadas;2023-2024;81
28072478;infantil_ii_ciclo;Presentadas;2024-2025;72
28072478;infantil_ii_ciclo;Admitidas;2020-2021;106
28072478;infantil_ii_ciclo;Admitidas;2021-2022;111
28072478;infantil_ii_ciclo;Admitidas;2022-2023;91
28072478;infantil_ii_ciclo;Admitidas;2023-2024;81
28072478;infantil_ii_ciclo;Admitidas;2024-2025;72
28072478;infantil_ii_ciclo;No admitidas;2020-2021;5
28072478;infantil_ii_ciclo;No admitidas;2021-2022;4
28072478;infantil_ii_ciclo;No admitidas;2022-2023;0
28072478;infantil_ii_ciclo;No admitidas;2023-2024;0
28072478;infantil_ii_ciclo;No admitidas;2024-2025;0
28067771;primaria;Presentadas;2020-2021;4
28067771;primaria;Presentadas;2021-2022;7
28067771;primaria;Presentadas;2022-2023;12
28067771;primaria;Presentadas;2023-2024;5
28067771;primaria;Presentadas;2024-2025;5
28067771;primaria;Admitidas;2020-2021;2
28067771;primaria;Admitidas;2021-2022;5
28067771;primaria;Admitidas;2022-2023;8
28067771;primaria;Admitidas;2023-2024;4
28067771;primaria;Admitidas;2024-2025;3
28067771;primaria;No admitidas;2020-2021;2
28067771;primaria;No admitidas;2021-2022;2
28067771;primaria;No admitidas;2022-2023;4
28067771;primaria;No admitidas;2023-2024;1
28067771;primaria;No admitidas;2024-2025;2
28038458;infantil_ii_ciclo;Presentadas;2020-2021;58
28038458;infantil_ii_ciclo;Presentadas;2021-2022;54
28038458;infantil_ii_ciclo;Presentadas;2022-2023;52
28038458;infantil_ii_ciclo;Presentadas;2023-2024;56
28038458;infantil_ii_ciclo;Presentadas;2024-2025;29
28038458;infantil_ii_ciclo;Admitidas;2020-2021;57
28038458;infantil_ii_ciclo;Admitidas;2021-2022;54
28038458;infantil_ii_ciclo;Admitidas;2022-2023;52
28038458;infantil_ii_ciclo;Admitidas;2023-2024;56
28038458;infantil_ii_ciclo;Admitidas;2024-2025;29
28038458;infantil_ii_ciclo;No admitidas;2020-2021;1
28038458;infantil_ii_ciclo;No admitidas;2021-2022;0
28038458;infantil_ii_ciclo;No admitidas;2022-2023;0
28038458;infantil_ii_ciclo;No admitidas;2023-2024;0
28038458;infantil_ii_ciclo;No admitidas;2024-2025;0
28024071;infantil_ii_ciclo;Presentadas;2020-2021;23
28024071;infantil_ii_ciclo;Presentadas;2021-2022;24
28024071;infantil_ii_ciclo;Presentadas;2022-2023;22
28024071;infantil_ii_ciclo;Presentadas;2023-2024;18
28024071;infantil_ii_ciclo;Presentadas;2024-2025;21
28024071;infantil_ii_ciclo;Admitidas;2020-2021;23
28024071;infantil_ii_ciclo;Admitidas;2021-2022;24
28024071;infantil_ii_ciclo;Admitidas;2022-2023;22
28024071;infantil_ii_ciclo;Admitidas;2023-2024;18
28024071;infantil_ii_ciclo;Admitidas;2024-2025;21
28024071;infantil_ii_ciclo;No admitidas;2020-2021;0
28024071;infantil_ii_ciclo;No admitidas;2021-2022;0
28024071;infantil_ii_ciclo;No admitidas;2022-2023;0
28024071;infantil_ii_ciclo;No admitidas;2023-2024;0
28024071;infantil_ii_ciclo;No admitidas;2024-2025;0
28047010;infantil_i_ciclo;Presentadas en el centro;2020-2021;152
28047010;infantil_i_ciclo;Presentadas en el centro;2021-2022;115
28047010;infantil_i_ciclo;Presentadas en el centro;2022-2023;121
28047010;infantil_i_ciclo;Presentadas en el centro;2023-2024;148
28047010;infantil_i_ciclo;Presentadas en el centro;2024-2025;129
28047010;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;105
28047010;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;102
28047010;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;97
28047010;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;102
28047010;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;96
28047010;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
28047010;infantil_i_ciclo;Admitidas (presentadas en otro centro);2021-2022;7
28047010;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;14
28047010;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;9
28047010;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;13
28047010;infantil_i_ciclo;No admitidas (presentadas en el centro);2020-2021;51
28047010;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;6
28047010;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;9
28047010;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;37
28047010;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;16
28030186;bachillerato;Presentadas;2020-2021;9
28030186;bachillerato;Presentadas;2021-2022;8
28030186;bachillerato;Presentadas;2022-2023;7
28030186;bachillerato;Presentadas;2023-2024;6
28030186;bachillerato;Presentadas;2024-2025;4
28030186;bachillerato;Admitidas;2020-2021;8
28030186;bachillerato;Admitidas;2021-2022;5
28030186;bachillerato;Admitidas;2022-2023;5
28030186;bachillerato;Admitidas;2023-2024;6
28030186;bachillerato;Admitidas;2024-2025;4
28030186;bachillerato;No admitidas;2020-2021;1
28030186;bachillerato;No admitidas;2021-2022;3
28030186;bachillerato;No admitidas;2022-2023;2
28030186;bachillerato;No admitidas;2023-2024;0
28030186;bachillerato;No admitidas;2024-2025;0
28058652;eso;Presentadas;2020-2021;102
28058652;eso;Presentadas;2021-2022;102
28058652;eso;Presentadas;2022-2023;79
28058652;eso;Presentadas;2023-2024;94
28058652;eso;Presentadas;2024-2025;100
28058652;eso;Admitidas;2020-2021;97
28058652;eso;Admitidas;2021-2022;84
28058652;eso;Admitidas;2022-2023;57
28058652;eso;Admitidas;2023-2024;80
28058652;eso;Admitidas;2024-2025;74
28058652;eso;No admitidas;2020-2021;5
28058652;eso;No admitidas;2021-2022;18
28058652;eso;No admitidas;2022-2023;22
28058652;eso;No admitidas;2023-2024;14
28058652;eso;No admitidas;2024-2025;26
28005234;infantil_ii_ciclo;Presentadas;2020-2021;80
28005234;infantil_ii_ciclo;Presentadas;2021-2022;84
28005234;infantil_ii_ciclo;Presentadas;2022-2023;66
28005234;infantil_ii_ciclo;Presentadas;2023-2024;68
28005234;infantil_ii_ciclo;Presentadas;2024-2025;69
28005234;infantil_ii_ciclo;Admitidas;2020-2021;77
28005234;infantil_ii_ciclo;Admitidas;2021-2022;84
28005234;infantil_ii_ciclo;Admitidas;2022-2023;66
28005234;infantil_ii_ciclo;Admitidas;2023-2024;64
28005234;infantil_ii_ciclo;Admitidas;2024-2025;61
28005234;infantil_ii_ciclo;No admitidas;2020-2021;3
28005234;infantil_ii_ciclo;No admitidas;2021-2022;0
28005234;infantil_ii_ciclo;No admitidas;2022-2023;0
28005234;infantil_ii_ciclo;No admitidas;2023-2024;4
28005234;infantil_ii_ciclo;No admitidas;2024-2025;8
28006275;infantil_ii_ciclo;Presentadas;2020-2021;51
28006275;infantil_ii_ciclo;Presentadas;2021-2022;55
28006275;infantil_ii_ciclo;Presentadas;2022-2023;40
28006275;infantil_ii_ciclo;Presentadas;2023-2024;48
28006275;infantil_ii_ciclo;Presentadas;2024-2025;74
28006275;infantil_ii_ciclo;Admitidas;2020-2021;48
28006275;infantil_ii_ciclo;Admitidas;2021-2022;52
28006275;infantil_ii_ciclo;Admitidas;2022-2023;37
28006275;infantil_ii_ciclo;Admitidas;2023-2024;44
28006275;infantil_ii_ciclo;Admitidas;2024-2025;65
28006275;infantil_ii_ciclo;No admitidas;2020-2021;3
28006275;infantil_ii_ciclo;No admitidas;2021-2022;3
28006275;infantil_ii_ciclo;No admitidas;2022-2023;3
28006275;infantil_ii_ciclo;No admitidas;2023-2024;4
28006275;infantil_ii_ciclo;No admitidas;2024-2025;9
28034052;infantil_ii_ciclo;Presentadas;2020-2021;64
28034052;infantil_ii_ciclo;Presentadas;2021-2022;62
28034052;infantil_ii_ciclo;Presentadas;2022-2023;52
28034052;infantil_ii_ciclo;Presentadas;2023-2024;47
28034052;infantil_ii_ciclo;Presentadas;2024-2025;39
28034052;infantil_ii_ciclo;Admitidas;2020-2021;61
28034052;infantil_ii_ciclo;Admitidas;2021-2022;50
28034052;infantil_ii_ciclo;Admitidas;2022-2023;47
28034052;infantil_ii_ciclo;Admitidas;2023-2024;41
28034052;infantil_ii_ciclo;Admitidas;2024-2025;37
28034052;infantil_ii_ciclo;No admitidas;2020-2021;3
28034052;infantil_ii_ciclo;No admitidas;2021-2022;12
28034052;infantil_ii_ciclo;No admitidas;2022-2023;5
28034052;infantil_ii_ciclo;No admitidas;2023-2024;6
28034052;infantil_ii_ciclo;No admitidas;2024-2025;2
28029691;primaria;Presentadas;2020-2021;10
28029691;primaria;Presentadas;2021-2022;7
28029691;primaria;Presentadas;2022-2023;8
28029691;primaria;Presentadas;2023-2024;4
28029691;primaria;Presentadas;2024-2025;12
28029691;primaria;Admitidas;2020-2021;5
28029691;primaria;Admitidas;2021-2022;6
28029691;primaria;Admitidas;2022-2023;5
28029691;primaria;Admitidas;2023-2024;2
28029691;primaria;Admitidas;2024-2025;10
28029691;primaria;No admitidas;2020-2021;5
28029691;primaria;No admitidas;2021-2022;1
28029691;primaria;No admitidas;2022-2023;3
28029691;primaria;No admitidas;2023-2024;2
28029691;primaria;No admitidas;2024-2025;2
28073902;primaria;Presentadas;2020-2021;5
28073902;primaria;Presentadas;2021-2022;7
28073902;primaria;Presentadas;2022-2023;6
28073902;primaria;Presentadas;2023-2024;3
28073902;primaria;Presentadas;2024-2025;4
28073902;primaria;Admitidas;2020-2021;5
28073902;primaria;Admitidas;2021-2022;1
28073902;primaria;Admitidas;2022-2023;4
28073902;primaria;Admitidas;2023-2024;2
28073902;primaria;Admitidas;2024-2025;1
28073902;primaria;No admitidas;2020-2021;0
28073902;primaria;No admitidas;2021-2022;6
28073902;primaria;No admitidas;2022-2023;2
28073902;primaria;No admitidas;2023-2024;1
28073902;primaria;No admitidas;2024-2025;3
28038069;primaria;Presentadas;2020-2021;12
28038069;primaria;Presentadas;2021-2022;3
28038069;primaria;Presentadas;2022-2023;9
28038069;primaria;Presentadas;2023-2024;1
28038069;primaria;Presentadas;2024-2025;7
28038069;primaria;Admitidas;2020-2021;8
28038069;primaria;Admitidas;2021-2022;2
28038069;primaria;Admitidas;2022-2023;2
28038069;primaria;Admitidas;2023-2024;1
28038069;primaria;Admitidas;2024-2025;1
28038069;primaria;No admitidas;2020-2021;4
28038069;primaria;No admitidas;2021-2022;1
28038069;primaria;No admitidas;2022-2023;7
28038069;primaria;No admitidas;2023-2024;0
28038069;primaria;No admitidas;2024-2025;6
28025841;infantil_ii_ciclo;Presentadas;2020-2021;30
28025841;infantil_ii_ciclo;Presentadas;2021-2022;13
28025841;infantil_ii_ciclo;Presentadas;2022-2023;19
28025841;infantil_ii_ciclo;Presentadas;2023-2024;24
28025841;infantil_ii_ciclo;Presentadas;2024-2025;20
28025841;infantil_ii_ciclo;Admitidas;2020-2021;25
28025841;infantil_ii_ciclo;Admitidas;2021-2022;12
28025841;infantil_ii_ciclo;Admitidas;2022-2023;14
28025841;infantil_ii_ciclo;Admitidas;2023-2024;20
28025841;infantil_ii_ciclo;Admitidas;2024-2025;15
28025841;infantil_ii_ciclo;No admitidas;2020-2021;5
28025841;infantil_ii_ciclo;No admitidas;2021-2022;1
28025841;infantil_ii_ciclo;No admitidas;2022-2023;5
28025841;infantil_ii_ciclo;No admitidas;2023-2024;4
28025841;infantil_ii_ciclo;No admitidas;2024-2025;5
28079175;infantil_i_ciclo;Presentadas en el centro;2020-2021;41
28079175;infantil_i_ciclo;Presentadas en el centro;2021-2022;38
28079175;infantil_i_ciclo;Presentadas en el centro;2022-2023;18
28079175;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;27
28079175;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;35
28079175;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;14
28079175;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
28079175;infantil_i_ciclo;Admitidas (presentadas en otro centro);2021-2022;2
28079175;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;3
28079175;infantil_i_ciclo;No admitidas (presentadas en el centro);2020-2021;15
28079175;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;1
28079175;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;1
28035366;primaria;Presentadas;2020-2021;3
28035366;primaria;Presentadas;2021-2022;8
28035366;primaria;Presentadas;2022-2023;7
28035366;primaria;Presentadas;2023-2024;5
28035366;primaria;Presentadas;2024-2025;16
28035366;primaria;Admitidas;2020-2021;1
28035366;primaria;Admitidas;2021-2022;5
28035366;primaria;Admitidas;2022-2023;4
28035366;primaria;Admitidas;2023-2024;4
28035366;primaria;Admitidas;2024-2025;5
28035366;primaria;No admitidas;2020-2021;2
28035366;primaria;No admitidas;2021-2022;3
28035366;primaria;No admitidas;2022-2023;3
28035366;primaria;No admitidas;2023-2024;1
28035366;primaria;No admitidas;2024-2025;11
28031464;infantil_ii_ciclo;Presentadas;2020-2021;24
28031464;infantil_ii_ciclo;Presentadas;2021-2022;19
28031464;infantil_ii_ciclo;Presentadas;2022-2023;24
28031464;infantil_ii_ciclo;Presentadas;2023-2024;26
28031464;infantil_ii_ciclo;Presentadas;2024-2025;18
28031464;infantil_ii_ciclo;Admitidas;2020-2021;24
28031464;infantil_ii_ciclo;Admitidas;2021-2022;18
28031464;infantil_ii_ciclo;Admitidas;2022-2023;20
28031464;infantil_ii_ciclo;Admitidas;2023-2024;20
28031464;infantil_ii_ciclo;Admitidas;2024-2025;17
28031464;infantil_ii_ciclo;No admitidas;2020-2021;0
28031464;infantil_ii_ciclo;No admitidas;2021-2022;1
28031464;infantil_ii_ciclo;No admitidas;2022-2023;4
28031464;infantil_ii_ciclo;No admitidas;2023-2024;6
28031464;infantil_ii_ciclo;No admitidas;2024-2025;1
28050392;primaria;Presentadas;2020-2021;10
28050392;primaria;Presentadas;2021-2022;2
28050392;primaria;Presentadas;2022-2023;8
28050392;primaria;Presentadas;2023-2024;13
28050392;primaria;Presentadas;2024-2025;11
28050392;primaria;Admitidas;2020-2021;9
28050392;primaria;Admitidas;2021-2022;0
28050392;primaria;Admitidas;2022-2023;5
28050392;primaria;Admitidas;2023-2024;2
28050392;primaria;Admitidas;2024-2025;10
