id;clave;address;id_municipality;name_short;utm_x;utm_y;name_large;description_short;description_large;tag;url;municipality_name;id_vial;latitude;longitude
28000522;IES;Calle Alalpardo, s/n;28005;Antonio Machado;468653;4482385;Instituto de Educación Secundaria IES Antonio Machado. Calle Alalpardo, s/n. Alcalá de Henares;IES;Instituto de Educación Secundaria;IES Antonio Machado;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28000522;Alcalá de Henares;005A0029;-3.3698998833698544;40.49157262114361
28000558;CEIP;Calle San Vidal, 4;28005;Infanta Catalina;468209;4480496;Colegio Infantil y Primaria CEIP Infanta Catalina. Calle San Vidal, 4. Alcalá de Henares;CP INF-PRI;Colegio Infantil y Primaria;CEIP Infanta Catalina;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28000558;Alcalá de Henares;005A0680;-3.3750443258793235;40.474538006723435
28000595;CEIP;Calle Marqués de La Valdavia, 91;28006;Federico García Lorca;445032;4488555;Colegio Infantil y Primaria CEIP Federico García Lorca. Calle Marqués de La Valdavia, 91. Alcobendas;CP INF-PRI;Colegio Infantil y Primaria;CEIP Federico García Lorca;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28000595;Alcobendas;006A0199;-3.6491542575530205;40.54592638804351
28000601;CEIP;Calle Miraflores, 59;28006;Antonio Machado;445886;4488610;Colegio Infantil y Primaria CEIP Antonio Machado. Calle Miraflores, 59. Alcobendas;CP INF-PRI;Colegio Infantil y Primaria;CEIP Antonio Machado;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28000601;Alcobendas;006A0212;-3.6390741045846573;40.54647807233062
28000753;IES;Ctra de Barajas, 1,2;28006;Francisco Giner de los Ríos;447565;4487417;Instituto de Educación Secundaria IES Francisco Giner de los Ríos. Ctra de Barajas, 1,2. Alcobendas;IES;Instituto de Educación Secundaria;IES Francisco Giner de los Ríos;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28000753;Alcobendas;006A0171;-3.6191476524399375;40.53583898706769
28000765;CEIP;Avda Valdelaparra, 92;28006;Daoiz y Velarde;444022;4488355;Colegio Infantil y Primaria CEIP Daoiz y Velarde. Avda Valdelaparra, 92. Alcobendas;CP INF-PRI;Colegio Infantil y Primaria;CEIP Daoiz y Velarde;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28000765;Alcobendas;006A0318;-3.661063568459415;40.54405708867487
28000856;CEIP;Avda Oeste, 2-C;28007;Carmen Conde;429174;4466121;Colegio Infantil y Primaria CEIP Carmen Conde. Avda Oeste, 2-C. Alcorcón;CP INF-PRI;Colegio Infantil y Primaria;CEIP Carmen Conde;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28000856;Alcorcón;007A0016;-3.833913963879639;40.34263360987892
28001137;CEIP;Avda Alcalde José Aranda, 45-A;28007;Daniel Martín;430417;4466549;Colegio Infantil y Primaria CEIP Daniel Martín. Avda Alcalde José Aranda, 45-A. Alcorcón;CP INF-PRI;Colegio Infantil y Primaria;CEIP Daniel Martín;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001137;Alcorcón;00702361;-3.819326811266246;40.34659376319921
28001149;CEIP;Calle Olímpica Conchita Puig, 2;28007;Párroco D. Victoriano;430409;4466209;Colegio Infantil y Primaria CEIP Párroco D. Victoriano. Calle Olímpica Conchita Puig, 2. Alcorcón;CP INF-PRI;Colegio Infantil y Primaria;CEIP Párroco D. Victoriano;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001149;Alcorcón;00700129;-3.819383936747238;40.3435302600129
28001241;CEIP;Calle Navayuncosa, 22;28008;Ntra. Sra. de Fátima;398058;4464440;Colegio Infantil y Primaria CEIP Ntra. Sra. de Fátima. Calle Navayuncosa, 22. Aldea del Fresno;CP INF-PRI;Colegio Infantil y Primaria;CEIP Ntra. Sra. de Fátima;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001241;Aldea del Fresno;008A0050;-4.199944755773334;40.32427120997764
28001277;CEIP;Calle Retamar, 10;28009;Obispo Moscoso;457953;4494426;Colegio Infantil y Primaria CEIP Obispo Moscoso. Calle Retamar, 10. Algete;CP INF-PRI;Colegio Infantil y Primaria;CEIP Obispo Moscoso;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001277;Algete;00900710;-3.4969588651637076;40.599572255715465
28001289;CEIP;Calle Santa Quiteria, 45;28010;Santa Quiteria;413796;4500974;Colegio Infantil y Primaria CEIP Santa Quiteria. Calle Santa Quiteria, 45. Alpedrete;CP INF-PRI;Colegio Infantil y Primaria;CEIP Santa Quiteria;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001289;Alpedrete;010A0218;-4.019694468362487;40.65512857637199
28001371;CEIP;Avda Plaza de Toros, 32;28013;San José de Calasanz;448999;4430989;Colegio Infantil y Primaria CEIP San José de Calasanz. Avda Plaza de Toros, 32. Aranjuez;CP INF-PRI;Colegio Infantil y Primaria;CEIP San José de Calasanz;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001371;Aranjuez;013A0203;-3.5977219736056347;40.02757606893753
28001551;CEIP;Calle Príncipe, 38;28013;Vicente Aleixandre;448854;4431855;Colegio Infantil y Primaria CEIP Vicente Aleixandre. Calle Príncipe, 38. Aranjuez;CP INF-PRI;Colegio Infantil y Primaria;CEIP Vicente Aleixandre;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001551;Aranjuez;013A0210;-3.5994895616549236;40.0353693100144
28001617;CEIP;Calle Cuarteles, 51;28013;San Isidro;449462;4431552;Colegio Infantil y Primaria CEIP San Isidro. Calle Cuarteles, 51. Aranjuez;CP INF-PRI;Colegio Infantil y Primaria;CEIP San Isidro;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001617;Aranjuez;013A0208;-3.5923398513873384;40.0326761513203
28001629;IES;Calle Valeras, 22;28013;Domenico Scarlatti;447937;4431163;Instituto de Educación Secundaria IES Domenico Scarlatti. Calle Valeras, 22. Aranjuez;IES;Instituto de Educación Secundaria;IES Domenico Scarlatti;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001629;Aranjuez;013A0132;-3.6101817188227403;40.02907881134888
28001642;CEE;Calle Zorzales, 11;28013;Príncipe de Asturias;447881;4431228;Centro de Educación Especial CEE Príncipe de Asturias. Calle Zorzales, 11. Aranjuez;CP EE;Centro de Educación Especial;CEE Príncipe de Asturias;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001642;Aranjuez;013A0303;-3.6108432309225185;40.029660954459295
28001678;IES;Calle Mar Adriático, 2;28903;Jorge Manrique;440430;4493677;Instituto de Educación Secundaria IES Jorge Manrique. Calle Mar Adriático, 2. Tres Cantos;IES;Instituto de Educación Secundaria;IES Jorge Manrique;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001678;Tres Cantos;90300239;-3.70398199042926;40.591748437832614
28001681;CEIP;Calle Leonor de Cortinas, 2;28014;Ntra. Sra. de la Milagrosa;462133;4461177;Colegio Infantil y Primaria CEIP Ntra. Sra. de la Milagrosa. Calle Leonor de Cortinas, 2. Arganda del Rey;CP INF-PRI;Colegio Infantil y Primaria;CEIP Ntra. Sra. de la Milagrosa;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001681;Arganda del Rey;014A0219;-3.4455737154684307;40.300239787859624
28001769;IES;Avda Instituto, 125;28014;El Carrascal;462460;4460031;Instituto de Educación Secundaria IES El Carrascal. Avda Instituto, 125. Arganda del Rey;IES;Instituto de Educación Secundaria;IES El Carrascal;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001769;Arganda del Rey;014A0190;-3.4416588541936624;40.289930143296374
28001770;CEIP;Calle Isaac Peral, 20;28014;San Juan Bautista;462729;4460784;Colegio Infantil y Primaria CEIP San Juan Bautista. Calle Isaac Peral, 20. Arganda del Rey;CP INF-PRI;Colegio Infantil y Primaria;CEIP San Juan Bautista;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001770;Arganda del Rey;014A0192;-3.4385380021550422;40.296726018090425
28001794;CEIP;Calle Serranillos, 6;28015;El Torreón;421877;4457850;Colegio Infantil y Primaria CEIP El Torreón. Calle Serranillos, 6. Arroyomolinos;CP INF-PRI;Colegio Infantil y Primaria;CEIP El Torreón;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001794;Arroyomolinos;015A0055;-3.918809607129287;40.26747579495165
28001812;CEIPS;Paseo de San Sebastián, 21;28018;Juan Ramón Jiménez;416322;4507454;Colegio Infantil, Primaria y Secundaria CEIPS Juan Ramón Jiménez. Paseo de San Sebastián, 21. Becerril de la Sierra;CP INF-PRI-SEC;Colegio Infantil, Primaria y Secundaria;CEIPS Juan Ramón Jiménez;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001812;Becerril de la Sierra;01800519;-3.990683043710495;40.71375640681278
28001824;CEIP;Calle Tomás Díaz Vázquez, 8;28019;Belmonte de Tajo;471487;4442669;Colegio Infantil y Primaria CEIP Belmonte de Tajo. Calle Tomás Díaz Vázquez, 8. Belmonte de Tajo;CP INF-PRI;Colegio Infantil y Primaria;CEIP Belmonte de Tajo;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001824;Belmonte de Tajo;01900131;-3.334687668140921;40.133867020956245
28001848;CEIPS;Calle José Antonio, 48;28022;Príncipe Don Felipe;425441;4473347;Colegio Infantil, Primaria y Secundaria CEIPS Príncipe Don Felipe. Calle José Antonio, 48. Boadilla del Monte;CP INF-PRI-SEC;Colegio Infantil, Primaria y Secundaria;CEIPS Príncipe Don Felipe;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001848;Boadilla del Monte;022A0070;-3.8787072017249145;40.407401338366356
28082307;IES;Ctra de Cerceda a Manzanares, 10;28023;El Boalo;423816;4507414;Instituto de Educación Secundaria IES El Boalo. Ctra de Cerceda a Manzanares, 10. Boalo (El);IES;Instituto de Educación Secundaria;IES El Boalo;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28082307;Boalo (El);02300177;-3.901965973735634;40.71412340104121
28001940;CEIP;Calle Escorial, 32;28026;Batalla de Brunete;415050;4473340;Colegio Infantil y Primaria CEIP Batalla de Brunete. Calle Escorial, 32. Brunete;CP INF-PRI;Colegio Infantil y Primaria;CEIP Batalla de Brunete;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001940;Brunete;026A0038;-4.00115165364165;40.40634284979859
28001952;CEIP;Calle Peñalta, s/n;28027;Peñalta;446170;4538091;Colegio Infantil y Primaria CEIP Peñalta. Calle Peñalta, s/n. Buitrago del Lozoya;CP INF-PRI-SEC;Colegio Infantil y Primaria;CEIP Peñalta;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001952;Buitrago del Lozoya;027A0071;-3.639982592816922;40.99222345307791
28001991;CEIP;Ctra de Valdemanco, 9 (Calle Canencia, 2);28028;Montelindo;440782;4523529;Colegio Infantil y Primaria CEIP Montelindo. Ctra de Valdemanco, 9 (Calle Canencia, 2). Bustarviejo;CP INF-PRI;Colegio Infantil y Primaria;CEIP Montelindo;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001991;Bustarviejo;02800204;-3.7026450869018497;40.86068028823903
28002014;CEIP;Calle Colegios, 28;28030;Pico de la Miel;448690;4524769;Colegio Infantil y Primaria CEIP Pico de la Miel. Calle Colegios, 28. Cabrera (La);CP INF-PRI;Colegio Infantil y Primaria;CEIP Pico de la Miel;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002014;Cabrera (La);03000131;-3.608921276445127;40.87238351429042
28002026;CEIPS;Calle Carretera Rozas, 20;28031;Eugenio Muro;376777;4462335;Colegio Infantil, Primaria y Secundaria CEIPS Eugenio Muro. Calle Carretera Rozas, 20. Cadalso de los Vidrios;CP INF-PRI-SEC;Colegio Infantil, Primaria y Secundaria;CEIPS Eugenio Muro;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002026;Cadalso de los Vidrios;03100251;-4.449965300817064;40.30244351033614
28002038;CEIPS;Calle Huerta, 2;28032;Federico García Lorca;468258;4488524;Colegio Infantil, Primaria y Secundaria CEIPS Federico García Lorca. Calle Huerta, 2. Camarma de Esteruelas;CP INF-PRI-SEC;Colegio Infantil, Primaria y Secundaria;CEIPS Federico García Lorca;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002038;Camarma de Esteruelas;03200271;-3.3748687878498393;40.54686262630126
28002041;CEIP;Paseo Pozuelo, 31;28033;Miguel Delibes;468397;4465657;Colegio Infantil y Primaria CEIP Miguel Delibes. Paseo Pozuelo, 31. Campo Real;CP INF-PRI;Colegio Infantil y Primaria;CEIP Miguel Delibes;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002041;Campo Real;03300247;-3.372089564544155;40.340860992437
28002099;CEIP;Avda Fernández Turbica, 2;28036;Tomé y Orgaz;429658;4446952;Colegio Infantil y Primaria CEIP Tomé y Orgaz. Avda Fernández Turbica, 2. Casarrubuelos;CP INF-PRI;Colegio Infantil y Primaria;CEIP Tomé y Orgaz;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002099;Casarrubuelos;03600251;-3.826113020614914;40.169991346037094
28002105;CEIPS;Calle Ronda del Sur, 71;28037;Suárez Somonte;375195;4457842;Colegio Infantil, Primaria y Secundaria CEIPS Suárez Somonte. Calle Ronda del Sur, 71. Cenicientos;CP INF-PRI-SEC;Colegio Infantil, Primaria y Secundaria;CEIPS Suárez Somonte;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002105;Cenicientos;03700050;-4.4676993999676435;40.26174298775377
28002129;CEIP;Avda Blanca Fernández Ochoa, 5;28038;Vía Romana;411461;4510510;Colegio Infantil y Primaria CEIP Vía Romana. Avda Blanca Fernández Ochoa, 5. Cercedilla;CP INF-PRI;Colegio Infantil y Primaria;CEIP Vía Romana;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002129;Cercedilla;03800595;-4.0486566533693065;40.740774065509264
28002166;CEIP;Calle Fernández Vitorio, 12;28040;Ventura Rodríguez;446562;4445308;Colegio Infantil y Primaria CEIP Ventura Rodríguez. Calle Fernández Vitorio, 12. Ciempozuelos;CP INF-PRI;Colegio Infantil y Primaria;CEIP Ventura Rodríguez;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002166;Ciempozuelos;040A0065;-3.6274651289476596;40.156426808335084
28002181;IES;Calle San Francisco, 1;28040;Juan Carlos I;447036;4444962;Instituto de Educación Secundaria IES Juan Carlos I. Calle San Francisco, 1. Ciempozuelos;IES;Instituto de Educación Secundaria;IES Juan Carlos I;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002181;Ciempozuelos;040A0153;-3.621871331847929;40.153339709430334
28002191;CEIP;Calle Jardines, 10;28040;Virgen del Consuelo;447146;4445312;Colegio Infantil y Primaria CEIP Virgen del Consuelo. Calle Jardines, 10. Ciempozuelos;CP INF-PRI;Colegio Infantil y Primaria;CEIP Virgen del Consuelo;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002191;Ciempozuelos;040A0083;-3.6206085536969197;40.156499799360816
28002211;CEIPS;Calle Fuente, 19;28041;Villa de Cobeña;457150;4491136;Colegio Infantil, Primaria y Secundaria CEIPS Villa de Cobeña. Calle Fuente, 19. Cobeña;CP INF-PRI-SEC;Colegio Infantil, Primaria y Secundaria;CEIPS Villa de Cobeña;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002211;Cobeña;04100180;-3.5062257676887967;40.569892946632635
28002245;CEIP;Calle Madrid, 28;28043;Apis Aurelia;466595;4440444;Colegio Infantil y Primaria CEIP Apis Aurelia. Calle Madrid, 28. Colmenar de Oreja;CP INF-PRI;Colegio Infantil y Primaria;CEIP Apis Aurelia;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002245;Colmenar de Oreja;043A0149;-3.391993992692783;40.1136409224741
28002269;CEIP;Calle Madrid, s/n c/v Calle Seis de Diciembre, 1;28044;Seis de Diciembre;414106;4490109;Colegio Infantil y Primaria CEIP Seis de Diciembre. Calle Madrid, s/n c/v Calle Seis de Diciembre, 1. Colmenarejo;CP INF-PRI;Colegio Infantil y Primaria;CEIP Seis de Diciembre;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002269;Colmenarejo;04400359;-4.014546959377247;40.55729507934236
28002270;CEIP;Calle Amargura, 20;28045;Soledad Sainz;435433;4501234;Colegio Infantil y Primaria CEIP Soledad Sainz. Calle Amargura, 20. Colmenar Viejo;CP INF-PRI;Colegio Infantil y Primaria;CEIP Soledad Sainz;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002270;Colmenar Viejo;045A0016;-3.7638055359499276;40.65944710120439
28002282;CEIP;Avda Libertad, 3;28045;Virgen de los Remedios;435134;4501532;Colegio Infantil y Primaria CEIP Virgen de los Remedios. Avda Libertad, 3. Colmenar Viejo;CP INF-PRI;Colegio Infantil y Primaria;CEIP Virgen de los Remedios;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002282;Colmenar Viejo;045A0230;-3.7673730656854665;40.66210802347989
28002312;IES;Calle Isla del Rey, 5;28045;Marqués de Santillana;434845;4502352;Instituto de Educación Secundaria IES Marqués de Santillana. Calle Isla del Rey, 5. Colmenar Viejo;IES;Instituto de Educación Secundaria;IES Marqués de Santillana;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002312;Colmenar Viejo;045A0203;-3.770876727305116;40.66947176804952
28002361;CEIP;Calle Goya, 5;28046;Virgen de la Paz;412838;4505337;Colegio Infantil y Primaria CEIP Virgen de la Paz. Calle Goya, 5. Collado Mediano;CP INF-PRI;Colegio Infantil y Primaria;CEIP Virgen de la Paz;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002361;Collado Mediano;046A0078;-4.03163039235935;40.69432674716975
28002385;CEIP;Calle El Almiar, 35;28047;Cañada Real;414382;4498973;Colegio Infantil y Primaria CEIP Cañada Real. Calle El Almiar, 35. Collado Villalba;CP INF-PRI;Colegio Infantil y Primaria;CEIP Cañada Real;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002385;Collado Villalba;04701866;-4.012491349181547;40.637165802026864
28002403;CEIP;Calle Ruiz de Alarcón, 8;28047;Miguel Delibes;415408;4497792;Colegio Infantil y Primaria CEIP Miguel Delibes. Calle Ruiz de Alarcón, 8. Collado Villalba;CP INF-PRI;Colegio Infantil y Primaria;CEIP Miguel Delibes;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002403;Collado Villalba;047A0213;-4.000201209269303;40.6266337487363
28002415;IES;Calle Matalpino, 22;28047;Jaime Ferrán;415226;4499106;Instituto de Educación Secundaria IES Jaime Ferrán. Calle Matalpino, 22. Collado Villalba;IES;Instituto de Educación Secundaria;IES Jaime Ferrán;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002415;Collado Villalba;04701931;-4.0025298551112405;40.63845085972598
28002464;CEIP;Calle Iglesia, 13;28049;San Pablo;451771;4475359;Colegio Infantil y Primaria CEIP San Pablo. Calle Iglesia, 13. Coslada;CP INF-PRI;Colegio Infantil y Primaria;CEIP San Pablo;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002464;Coslada;049A0134;-3.5685687744921637;40.4274686680036
28002543;CEIP;Avda San Pablo, 29;28049;San Esteban;454878;4476444;Colegio Infantil y Primaria CEIP San Esteban. Avda San Pablo, 29. Coslada;CP INF-PRI;Colegio Infantil y Primaria;CEIP San Esteban;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002543;Coslada;049A0246;-3.532019115882838;40.4374174743526
28002580;IES;Avda José Gárate, 17;28049;Miguel Catalán;454063;4475870;Instituto de Educación Secundaria IES Miguel Catalán. Avda José Gárate, 17. Coslada;IES;Instituto de Educación Secundaria;IES Miguel Catalán;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002580;Coslada;049A0152;-3.5415866262001052;40.432201848559195
28002609;CEIP;Calle Francisco de Quevedo, 1;28050;Ntra. Sra. de La Soledad;429273;4449564;Colegio Infantil y Primaria CEIP Ntra. Sra. de La Soledad. Calle Francisco de Quevedo, 1. Cubas de la Sagra;CP INF-PRI;Colegio Infantil y Primaria;CEIP Ntra. Sra. de La Soledad;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002609;Cubas de la Sagra;05000231;-3.8309211324783274;40.19348938309641
